WP, 22, 2018081512, 03, HWRF, 090, 284N, 1448E,  62,  971, XX,  50, NEQ, 0073, 0074, 0055, 0063, 1003,  170,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -84,    1349,    1873, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 093, 287N, 1445E,  65,  972, XX,  34, NEQ, 0153, 0145, 0111, 0150, 1004,  197,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -63,    1093,    2391, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 093, 287N, 1445E,  65,  972, XX,  50, NEQ, 0066, 0070, 0047, 0071, 1004,  197,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -63,    1093,    2391, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 093, 287N, 1445E,  65,  972, XX,  64, NEQ, 0048, 0048, 0000, 0052, 1004,  197,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -63,    1093,    2391, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 096, 289N, 1441E,  68,  974, XX,  34, NEQ, 0158, 0152, 0103, 0134, 1006,  195,  56,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -47,     981,    2368, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 096, 289N, 1441E,  68,  974, XX,  50, NEQ, 0077, 0069, 0051, 0074, 1006,  195,  56,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -47,     981,    2368, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 096, 289N, 1441E,  68,  974, XX,  64, NEQ, 0060, 0046, 0000, 0056, 1006,  195,  56,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -47,     981,    2368, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 099, 291N, 1437E,  66,  973, XX,  34, NEQ, 0153, 0151, 0108, 0137,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,     961,    2299, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 099, 291N, 1437E,  66,  973, XX,  50, NEQ, 0078, 0077, 0053, 0073,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,     961,    2299, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 099, 291N, 1437E,  66,  973, XX,  64, NEQ, 0057, 0044, 0000, 0000,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,     961,    2299, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 102, 294N, 1434E,  67,  971, XX,  34, NEQ, 0164, 0156, 0125, 0134,  -99,  -99,  52,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,    1001,    2193, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 102, 294N, 1434E,  67,  971, XX,  50, NEQ, 0084, 0076, 0055, 0071,  -99,  -99,  52,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,    1001,    2193, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 102, 294N, 1434E,  67,  971, XX,  64, NEQ, 0058, 0000, 0000, 0000,  -99,  -99,  52,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,    1001,    2193, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 105, 296N, 1431E,  71,  970, XX,  34, NEQ, 0161, 0160, 0128, 0138, 1002,  149,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    1081,    1973, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 105, 296N, 1431E,  71,  970, XX,  50, NEQ, 0082, 0091, 0050, 0067, 1002,  149,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    1081,    1973, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 105, 296N, 1431E,  71,  970, XX,  64, NEQ, 0058, 0000, 0000, 0049, 1002,  149,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    1081,    1973, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 108, 298N, 1428E,  68,  972, XX,  34, NEQ, 0156, 0148, 0110, 0130,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,    1167,    2252, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 108, 298N, 1428E,  68,  972, XX,  50, NEQ, 0081, 0099, 0060, 0076,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,    1167,    2252, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 108, 298N, 1428E,  68,  972, XX,  64, NEQ, 0047, 0000, 0000, 0056,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -28,    1167,    2252, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 111, 301N, 1425E,  65,  972, XX,  34, NEQ, 0136, 0140, 0105, 0132,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -43,    1126,    2380, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 111, 301N, 1425E,  65,  972, XX,  50, NEQ, 0084, 0075, 0049, 0072,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -43,    1126,    2380, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 111, 301N, 1425E,  65,  972, XX,  64, NEQ, 0051, 0044, 0000, 0000,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -43,    1126,    2380, N, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 114, 303N, 1422E,  66,  972, XX,  34, NEQ, 0145, 0151, 0103, 0140,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -49,    1079,    2366, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 114, 303N, 1422E,  66,  972, XX,  50, NEQ, 0080, 0073, 0049, 0078,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -49,    1079,    2366, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 114, 303N, 1422E,  66,  972, XX,  64, NEQ, 0000, 0047, 0000, 0055,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -49,    1079,    2366, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 117, 306N, 1418E,  65,  972, XX,  34, NEQ, 0152, 0137, 0102, 0158,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -59,    1141,    2299, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 117, 306N, 1418E,  65,  972, XX,  50, NEQ, 0083, 0067, 0061, 0082,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -59,    1141,    2299, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 117, 306N, 1418E,  65,  972, XX,  64, NEQ, 0038, 0040, 0000, 0057,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -59,    1141,    2299, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 120, 309N, 1414E,  68,  973, XX,  34, NEQ, 0149, 0147, 0104, 0250,  -99,  -99,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -69,    1095,    2248, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 120, 309N, 1414E,  68,  973, XX,  50, NEQ, 0084, 0085, 0061, 0068,  -99,  -99,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -69,    1095,    2248, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 120, 309N, 1414E,  68,  973, XX,  64, NEQ, 0057, 0050, 0000, 0042,  -99,  -99,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -69,    1095,    2248, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 123, 312N, 1411E,  76,  973, XX,  34, NEQ, 0158, 0155, 0114, 0234, 1005,  177,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -69,    1166,    2400, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 123, 312N, 1411E,  76,  973, XX,  50, NEQ, 0085, 0078, 0060, 0074, 1005,  177,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -69,    1166,    2400, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 123, 312N, 1411E,  76,  973, XX,  64, NEQ, 0055, 0056, 0000, 0054, 1005,  177,  48,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -69,    1166,    2400, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 126, 315N, 1407E,  72,  972, XX,  34, NEQ, 0158, 0158, 0123, 0215,  -99,  -99,  45,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -65,    1338,    2379, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 126, 315N, 1407E,  72,  972, XX,  50, NEQ, 0083, 0084, 0053, 0072,  -99,  -99,  45,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -65,    1338,    2379, Y, 10, DT, -999
WP, 22, 2018081512, 03, HWRF, 126, 315N, 1407E,  72,  972, XX,  64, NEQ, 0059, 0051, 0000, 0059,  -99,  -99,  45,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -65,    1338,    2379, Y, 10, DT, -999
WP, 22, 2018081512, 03,  UKM,   0, 125N, 1432E,  27, 1002, TD,   0,    ,    0,    0,    0,    0,     ,     , 252,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,   6, 138N, 1432E,  29,  998, TD,   0,    ,    0,    0,    0,    0,     ,     ,  95,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  12, 153N, 1427E,  31,  998, TD,   0,    ,    0,    0,    0,    0,     ,     ,  89,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  18, 165N, 1423E,  32,  995, TD,   0,    ,    0,    0,    0,    0,     ,     , 122,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  24, 183N, 1422E,  34,  996, TD,   0,    ,    0,    0,    0,    0,     ,     , 105,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  30, 197N, 1416E,  35,  991, TS,  34, NEQ,   95,    0,    0,    0,     ,     ,  83,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  36, 211N, 1411E,  35,  990, TS,  34, NEQ,   84,    0,    0,    0,     ,     ,  75,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  42, 224N, 1409E,  37,  987, TS,  34, NEQ,   96,  110,    0,    0,     ,     ,  66,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  48, 233N, 1406E,  37,  987, TS,  34, NEQ,   96,  113,    0,   69,     ,     ,  69,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  54, 240N, 1404E,  36,  984, TS,  34, NEQ,   92,   97,    0,    0,     ,     ,  83,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  60, 245N, 1402E,  37,  985, TS,  34, NEQ,  102,  103,    0,    0,     ,     , 100,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  66, 249N, 1402E,  39,  982, TS,  34, NEQ,  107,  111,    0,    0,     ,     ,  80,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  72, 252N, 1401E,  46,  982, TS,  34, NEQ,  120,  135,   99,   86,     ,     ,  62,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  78, 256N, 1397E,  50,  979, TS,  34, NEQ,  126,  136,  101,   99,     ,     ,  58,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  84, 260N, 1390E,  52,  979, TS,  34, NEQ,  148,  133,   85,  118,     ,     ,  76,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  84, 260N, 1390E,  52,  979, TS,  50, NEQ,   87,    0,    0,    0,     ,     ,  76,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  90, 265N, 1382E,  54,  977, TS,  34, NEQ,  147,  139,  100,  117,     ,     ,  71,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  90, 265N, 1382E,  54,  977, TS,  50, NEQ,   81,   94,    0,   63,     ,     ,  71,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  96, 270N, 1374E,  60,  976, TS,  34, NEQ,  164,  158,   92,  105,     ,     ,  57,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM,  96, 270N, 1374E,  60,  976, TS,  50, NEQ,   86,  114,    0,   42,     ,     ,  57,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 102, 275N, 1364E,  64,  971, TY,  34, NEQ,  174,  149,   99,  120,     ,     ,  69,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 102, 275N, 1364E,  64,  971, TY,  50, NEQ,   97,   96,    0,   51,     ,     ,  69,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 108, 281N, 1357E,  57,  968, TS,  34, NEQ,  189,  176,  109,  137,     ,     ,  45,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 108, 281N, 1357E,  57,  968, TS,  50, NEQ,   69,   65,   52,   60,     ,     ,  45,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 114, 290N, 1346E,  70,  963, TY,  34, NEQ,  166,  162,  119,  141,     ,     ,  62,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 114, 290N, 1346E,  70,  963, TY,  50, NEQ,   72,   91,   55,   50,     ,     ,  62,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 114, 290N, 1346E,  70,  963, TY,  64, NEQ,   65,   70,    0,    0,     ,     ,  62,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 120, 294N, 1339E,  70,  961, TY,  34, NEQ,  192,  158,  116,  153,     ,     ,  37,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 120, 294N, 1339E,  70,  961, TY,  50, NEQ,   84,   69,   29,   68,     ,     ,  37,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 120, 294N, 1339E,  70,  961, TY,  64, NEQ,   51,   55,    0,    0,     ,     ,  37,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 126, 302N, 1329E,  70,  956, TY,  34, NEQ,  189,  166,  116,  106,     ,     ,  44,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 126, 302N, 1329E,  70,  956, TY,  50, NEQ,   83,   75,   56,   61,     ,     ,  44,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 126, 302N, 1329E,  70,  956, TY,  64, NEQ,   55,   50,    0,    0,     ,     ,  44,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 132, 313N, 1324E,  73,  953, TY,  34, NEQ,  175,  173,   95,   80,     ,     ,  45,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 132, 313N, 1324E,  73,  953, TY,  50, NEQ,   94,   84,   49,   56,     ,     ,  45,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 132, 313N, 1324E,  73,  953, TY,  64, NEQ,   62,   63,    0,   55,     ,     ,  45,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 138, 331N, 1319E,  73,  953, TY,  34, NEQ,  104,  173,  113,   82,     ,     ,  36,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 138, 331N, 1319E,  73,  953, TY,  50, NEQ,   51,   85,    0,   43,     ,     ,  36,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 138, 331N, 1319E,  73,  953, TY,  64, NEQ,    0,   55,    0,    0,     ,     ,  36,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 144, 345N, 1322E,  64,  963, TY,  34, NEQ,  127,  126,  120,   88,     ,     ,  33,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 144, 345N, 1322E,  64,  963, TY,  50, NEQ,    0,   38,    0,   48,     ,     ,  33,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 150, 365N, 1336E,  62,  965, TS,  34, NEQ,  110,  163,   90,   68,     ,     ,  22,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 150, 365N, 1336E,  62,  965, TS,  50, NEQ,   73,   45,   27,    0,     ,     ,  22,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 156, 384N, 1355E,  67,  964, TY,  34, NEQ,   98,  106,  106,   90,     ,     ,  37,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 156, 384N, 1355E,  67,  964, TY,  50, NEQ,   39,   75,   30,   28,     ,     ,  37,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 156, 384N, 1355E,  67,  964, TY,  64, NEQ,    0,   44,    0,    0,     ,     ,  37,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 162, 403N, 1394E,  73,  963, TY,  34, NEQ,   86,  152,  116,   55,     ,     ,  43,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 162, 403N, 1394E,  73,  963, TY,  50, NEQ,   32,   52,   50,   25,     ,     ,  43,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 162, 403N, 1394E,  73,  963, TY,  64, NEQ,    0,   38,    0,    0,     ,     ,  43,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 168, 421N, 1441E,  60,  970, TS,  34, NEQ,  134,  183,  124,   27,     ,     ,  33,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081512, 03,  UKM, 168, 421N, 1441E,  60,  970, TS,  50, NEQ,   48,   69,   40,    0,     ,     ,  33,    ,    ,   W,    ,    ,    ,    ,        22W,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 22, 2018081518, 01, CARQ,  -6, 126N, 1445E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,  305,  40,   0,   0,   W,   0,   X, 320,   7,  TWENTY-TW, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018081518, 01, CARQ,   0, 137N, 1439E,  30,  998, XX,  34, NEQ,    0,    0,    0,    0, 1002,  200,  40,   0,   0,   W,   0,   X, 330,   8,  TWENTY-TW, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018081518, 01, CARQ,   0, 137N, 1439E,  30,  998, XX,  50, NEQ,    0,    0,    0,    0, 1002,  200,  40,   0,   0,   W,   0,   X, 330,   8,  TWENTY-TW, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018081518, 01, CARQ,   0, 137N, 1439E,  30,  998, XX,  64, NEQ,    0,    0,    0,    0, 1002,  200,  40,   0,   0,   W,   0,   X, 330,   8,  TWENTY-TW, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP222018, JTWC, NCEP_TCVITALS, 
WP, 22, 2018081518, 03, CTCX, 000, 137N, 1438E,  30,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 051
WP, 22, 2018081518, 03, CTCX, 006, 160N, 1438E,  39,  999, XX,  34, NEQ, 0191, 0179, 0000, 0000,    0,    0, 108
WP, 22, 2018081518, 03, CTCX, 012, 175N, 1430E,  45,  996, XX,  34, NEQ, 0207, 0167, 0000, 0135,    0,    0, 088
WP, 22, 2018081518, 03, CTCX, 018, 190N, 1423E,  43,  994, XX,  34, NEQ, 0221, 0285, 0000, 0075,    0,    0, 058
WP, 22, 2018081518, 03, CTCX, 024, 203N, 1417E,  48,  991, XX,  34, NEQ, 0191, 0220, 0000, 0201,    0,    0, 089
WP, 22, 2018081518, 03, CTCX, 030, 221N, 1412E,  56,  990, XX,  34, NEQ, 0163, 0212, 0000, 0162,    0,    0, 074
WP, 22, 2018081518, 03, CTCX, 030, 221N, 1412E,  56,  990, XX,  50, NEQ, 0077, 0000, 0000, 0000,    0,    0, 074
WP, 22, 2018081518, 03, CTCX, 036, 234N, 1404E,  52,  980, XX,  34, NEQ, 0178, 0244, 0035, 0108,    0,    0, 071
WP, 22, 2018081518, 03, CTCX, 036, 234N, 1404E,  52,  980, XX,  50, NEQ, 0074, 0000, 0000, 0023,    0,    0, 071
WP, 22, 2018081518, 03, CTCX, 042, 244N, 1402E,  63,  978, XX,  34, NEQ, 0195, 0199, 0106, 0115,    0,    0, 031
WP, 22, 2018081518, 03, CTCX, 042, 244N, 1402E,  63,  978, XX,  50, NEQ, 0138, 0000, 0034, 0058,    0,    0, 031
WP, 22, 2018081518, 03, CTCX, 048, 254N, 1402E,  61,  978, XX,  34, NEQ, 0213, 0165, 0126, 0142,    0,    0, 029
WP, 22, 2018081518, 03, CTCX, 048, 254N, 1402E,  61,  978, XX,  50, NEQ, 0063, 0058, 0025, 0032,    0,    0, 029
WP, 22, 2018081518, 03, CTCX, 054, 259N, 1402E,  63,  976, XX,  34, NEQ, 0172, 0160, 0154, 0148,    0,    0, 048
WP, 22, 2018081518, 03, CTCX, 054, 259N, 1402E,  63,  976, XX,  50, NEQ, 0087, 0083, 0061, 0047,    0,    0, 048
WP, 22, 2018081518, 03, CTCX, 060, 261N, 1401E,  68,  973, XX,  34, NEQ, 0172, 0191, 0172, 0130,    0,    0, 036
WP, 22, 2018081518, 03, CTCX, 060, 261N, 1401E,  68,  973, XX,  50, NEQ, 0092, 0052, 0040, 0092,    0,    0, 036
WP, 22, 2018081518, 03, CTCX, 060, 261N, 1401E,  68,  973, XX,  64, NEQ, 0000, 0000, 0000, 0041,    0,    0, 036
WP, 22, 2018081518, 03, CTCX, 066, 264N, 1400E,  62,  968, XX,  34, NEQ, 0156, 0169, 0144, 0134,    0,    0, 049
