WP, 22, 2018081918, 03, HWRF, 000, 257N, 1374E,  91,  952, XX,  64, NEQ, 0069, 0063, 0053, 0063, 1004,  277,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,   -9999,   -9999,   -9999, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 003, 258N, 1369E,  90,  951, XX,  34, NEQ, 0165, 0150, 0142, 0147, 1003,  205,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1300,    3042, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 003, 258N, 1369E,  90,  951, XX,  50, NEQ, 0086, 0084, 0085, 0081, 1003,  205,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1300,    3042, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 003, 258N, 1369E,  90,  951, XX,  64, NEQ, 0066, 0069, 0058, 0064, 1003,  205,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1300,    3042, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 006, 259N, 1365E,  93,  951, XX,  34, NEQ, 0176, 0146, 0146, 0144, 1003,  177,  42,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -18,    1467,    2800, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 006, 259N, 1365E,  93,  951, XX,  50, NEQ, 0091, 0088, 0089, 0076, 1003,  177,  42,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -18,    1467,    2800, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 006, 259N, 1365E,  93,  951, XX,  64, NEQ, 0067, 0068, 0058, 0055, 1003,  177,  42,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -18,    1467,    2800, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 009, 260N, 1361E,  91,  951, XX,  34, NEQ, 0174, 0159, 0132, 0144,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -33,    1601,    2615, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 009, 260N, 1361E,  91,  951, XX,  50, NEQ, 0097, 0093, 0082, 0087,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -33,    1601,    2615, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 009, 260N, 1361E,  91,  951, XX,  64, NEQ, 0075, 0048, 0067, 0063,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -33,    1601,    2615, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 012, 262N, 1356E,  95,  951, XX,  34, NEQ, 0178, 0159, 0121, 0154,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      11,    1506,    2464, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 012, 262N, 1356E,  95,  951, XX,  50, NEQ, 0096, 0081, 0075, 0087,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      11,    1506,    2464, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 012, 262N, 1356E,  95,  951, XX,  64, NEQ, 0071, 0054, 0057, 0062,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      11,    1506,    2464, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 015, 264N, 1351E,  96,  952, XX,  34, NEQ, 0193, 0154, 0116, 0179,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      12,    1602,    2633, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 015, 264N, 1351E,  96,  952, XX,  50, NEQ, 0102, 0077, 0076, 0100,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      12,    1602,    2633, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 015, 264N, 1351E,  96,  952, XX,  64, NEQ, 0071, 0055, 0056, 0070,  -99,  -99,  53,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      12,    1602,    2633, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 018, 266N, 1345E, 104,  953, XX,  34, NEQ, 0194, 0150, 0119, 0185, 1001,  180,  55,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      28,    1424,    2511, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 018, 266N, 1345E, 104,  953, XX,  50, NEQ, 0101, 0081, 0075, 0098, 1001,  180,  55,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      28,    1424,    2511, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 018, 266N, 1345E, 104,  953, XX,  64, NEQ, 0072, 0063, 0060, 0068, 1001,  180,  55,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      28,    1424,    2511, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 021, 268N, 1339E,  97,  952, XX,  34, NEQ, 0199, 0163, 0120, 0172,  -99,  -99,  50,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      41,    1369,    2576, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 021, 268N, 1339E,  97,  952, XX,  50, NEQ, 0101, 0085, 0070, 0091,  -99,  -99,  50,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      41,    1369,    2576, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 021, 268N, 1339E,  97,  952, XX,  64, NEQ, 0071, 0064, 0047, 0070,  -99,  -99,  50,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      41,    1369,    2576, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 024, 272N, 1333E,  94,  949, XX,  34, NEQ, 0201, 0155, 0123, 0153,  -99,  -99,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      22,    1388,    2736, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 024, 272N, 1333E,  94,  949, XX,  50, NEQ, 0094, 0090, 0080, 0087,  -99,  -99,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      22,    1388,    2736, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 024, 272N, 1333E,  94,  949, XX,  64, NEQ, 0074, 0072, 0050, 0061,  -99,  -99,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      22,    1388,    2736, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 027, 275N, 1326E,  94,  949, XX,  34, NEQ, 0203, 0181, 0125, 0147,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      10,    1545,    2733, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 027, 275N, 1326E,  94,  949, XX,  50, NEQ, 0095, 0093, 0074, 0082,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      10,    1545,    2733, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 027, 275N, 1326E,  94,  949, XX,  64, NEQ, 0075, 0072, 0048, 0061,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      10,    1545,    2733, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 030, 278N, 1320E,  89,  950, XX,  34, NEQ, 0201, 0188, 0121, 0161,  998,  141,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       8,    1473,    2958, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 030, 278N, 1320E,  89,  950, XX,  50, NEQ, 0099, 0100, 0077, 0083,  998,  141,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       8,    1473,    2958, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 030, 278N, 1320E,  89,  950, XX,  64, NEQ, 0079, 0076, 0052, 0059,  998,  141,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       8,    1473,    2958, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 033, 281N, 1314E, 106,  948, XX,  34, NEQ, 0192, 0185, 0120, 0167, 1000,  215,  38,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -35,    1591,    2995, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 033, 281N, 1314E, 106,  948, XX,  50, NEQ, 0091, 0095, 0080, 0084, 1000,  215,  38,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -35,    1591,    2995, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 033, 281N, 1314E, 106,  948, XX,  64, NEQ, 0065, 0068, 0051, 0062, 1000,  215,  38,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -35,    1591,    2995, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 036, 285N, 1308E, 102,  947, XX,  34, NEQ, 0195, 0184, 0119, 0159,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1422,    3047, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 036, 285N, 1308E, 102,  947, XX,  50, NEQ, 0093, 0084, 0075, 0112,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1422,    3047, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 036, 285N, 1308E, 102,  947, XX,  64, NEQ, 0067, 0067, 0050, 0065,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1422,    3047, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 039, 288N, 1301E,  97,  948, XX,  34, NEQ, 0201, 0194, 0123, 0168,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       0,    1720,    3075, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 039, 288N, 1301E,  97,  948, XX,  50, NEQ, 0106, 0087, 0072, 0088,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       0,    1720,    3075, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 039, 288N, 1301E,  97,  948, XX,  64, NEQ, 0065, 0060, 0049, 0063,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       0,    1720,    3075, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 042, 291N, 1296E,  98,  949, XX,  34, NEQ, 0201, 0199, 0119, 0165,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -3,    1498,    3212, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 042, 291N, 1296E,  98,  949, XX,  50, NEQ, 0112, 0087, 0070, 0101,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -3,    1498,    3212, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 042, 291N, 1296E,  98,  949, XX,  64, NEQ, 0079, 0061, 0043, 0058,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -3,    1498,    3212, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 045, 295N, 1290E,  93,  949, XX,  34, NEQ, 0214, 0216, 0123, 0155,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      15,    1516,    3230, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 045, 295N, 1290E,  93,  949, XX,  50, NEQ, 0115, 0094, 0072, 0089,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      15,    1516,    3230, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 045, 295N, 1290E,  93,  949, XX,  64, NEQ, 0088, 0056, 0049, 0059,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      15,    1516,    3230, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 048, 299N, 1284E,  93,  946, XX,  34, NEQ, 0218, 0210, 0129, 0129,  -99,  -99,  34,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -11,    1747,    3254, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 048, 299N, 1284E,  93,  946, XX,  50, NEQ, 0122, 0107, 0076, 0078,  -99,  -99,  34,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -11,    1747,    3254, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 048, 299N, 1284E,  93,  946, XX,  64, NEQ, 0078, 0078, 0054, 0056,  -99,  -99,  34,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -11,    1747,    3254, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 051, 304N, 1278E,  98,  944, XX,  34, NEQ, 0213, 0210, 0121, 0128,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1929,    3405, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 051, 304N, 1278E,  98,  944, XX,  50, NEQ, 0132, 0136, 0076, 0079,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1929,    3405, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 051, 304N, 1278E,  98,  944, XX,  64, NEQ, 0085, 0083, 0055, 0058,  -99,  -99,  36,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1929,    3405, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 054, 308N, 1274E, 107,  945, XX,  34, NEQ, 0194, 0195, 0121, 0140,  -99,  -99,  40,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -53,    1913,    3577, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 054, 308N, 1274E, 107,  945, XX,  50, NEQ, 0111, 0105, 0079, 0088,  -99,  -99,  40,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -53,    1913,    3577, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 054, 308N, 1274E, 107,  945, XX,  64, NEQ, 0076, 0070, 0055, 0061,  -99,  -99,  40,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -53,    1913,    3577, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 057, 312N, 1269E, 100,  946, XX,  34, NEQ, 0193, 0202, 0121, 0137,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -56,    1792,    3444, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 057, 312N, 1269E, 100,  946, XX,  50, NEQ, 0114, 0111, 0074, 0087,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -56,    1792,    3444, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 057, 312N, 1269E, 100,  946, XX,  64, NEQ, 0083, 0078, 0053, 0069,  -99,  -99,  41,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -56,    1792,    3444, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 060, 318N, 1265E,  92,  945, XX,  34, NEQ, 0182, 0219, 0118, 0141,  997,  181,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -46,    1998,    3500, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 060, 318N, 1265E,  92,  945, XX,  50, NEQ, 0112, 0112, 0074, 0083,  997,  181,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -46,    1998,    3500, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 060, 318N, 1265E,  92,  945, XX,  64, NEQ, 0076, 0073, 0055, 0066,  997,  181,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -46,    1998,    3500, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 063, 323N, 1262E,  89,  949, XX,  34, NEQ, 0183, 0185, 0113, 0131,  -99,  -99,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -29,    1633,    3299, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 063, 323N, 1262E,  89,  949, XX,  50, NEQ, 0108, 0105, 0072, 0091,  -99,  -99,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -29,    1633,    3299, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 063, 323N, 1262E,  89,  949, XX,  64, NEQ, 0068, 0066, 0054, 0065,  -99,  -99,  37,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -29,    1633,    3299, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 066, 328N, 1259E,  83,  954, XX,  34, NEQ, 0260, 0194, 0131, 0136,  998,  138,  38,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -21,    1540,    2600, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 066, 328N, 1259E,  83,  954, XX,  50, NEQ, 0106, 0102, 0071, 0088,  998,  138,  38,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -21,    1540,    2600, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 066, 328N, 1259E,  83,  954, XX,  64, NEQ, 0073, 0067, 0054, 0067,  998,  138,  38,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -21,    1540,    2600, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 069, 334N, 1255E,  76,  956, XX,  34, NEQ, 0185, 0190, 0120, 0132, 1000,  185,  49,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1681,    2494, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 069, 334N, 1255E,  76,  956, XX,  50, NEQ, 0109, 0108, 0072, 0085, 1000,  185,  49,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1681,    2494, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 069, 334N, 1255E,  76,  956, XX,  64, NEQ, 0074, 0069, 0052, 0060, 1000,  185,  49,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1681,    2494, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 072, 340N, 1254E,  72,  957, XX,  34, NEQ, 0179, 0180, 0110, 0127,  993,  110,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      39,    1799,    2610, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 072, 340N, 1254E,  72,  957, XX,  50, NEQ, 0110, 0103, 0069, 0086,  993,  110,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      39,    1799,    2610, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 072, 340N, 1254E,  72,  957, XX,  64, NEQ, 0075, 0069, 0049, 0049,  993,  110,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      39,    1799,    2610, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 075, 347N, 1253E,  68,  960, XX,  34, NEQ, 0159, 0172, 0117, 0135,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      72,    1629,    2423, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 075, 347N, 1253E,  68,  960, XX,  50, NEQ, 0100, 0104, 0076, 0083,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      72,    1629,    2423, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 075, 347N, 1253E,  68,  960, XX,  64, NEQ, 0059, 0000, 0000, 0038,  -99,  -99,  44,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      72,    1629,    2423, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 078, 353N, 1254E,  65,  963, XX,  34, NEQ, 0181, 0156, 0115, 0119,  991,   91,  42,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     125,    1491,    2359, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 078, 353N, 1254E,  65,  963, XX,  50, NEQ, 0120, 0082, 0076, 0081,  991,   91,  42,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     125,    1491,    2359, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 078, 353N, 1254E,  65,  963, XX,  64, NEQ, 0046, 0047, 0055, 0000,  991,   91,  42,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     125,    1491,    2359, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 081, 360N, 1254E,  65,  964, XX,  34, NEQ, 0161, 0151, 0118, 0119,  996,  131,  47,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     121,    1453,    2326, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 081, 360N, 1254E,  65,  964, XX,  50, NEQ, 0072, 0087, 0070, 0079,  996,  131,  47,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     121,    1453,    2326, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 081, 360N, 1254E,  65,  964, XX,  64, NEQ, 0000, 0000, 0050, 0000,  996,  131,  47,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     121,    1453,    2326, Y, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 084, 367N, 1256E,  59,  964, XX,  34, NEQ, 0187, 0123, 0132, 0124,  992,  113,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     176,    1604,    1861, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 084, 367N, 1256E,  59,  964, XX,  50, NEQ, 0068, 0081, 0070, 0072,  992,  113,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     176,    1604,    1861, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 087, 374N, 1257E,  53,  965, XX,  34, NEQ, 0201, 0127, 0128, 0161,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     207,    1759,    1528, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 087, 374N, 1257E,  53,  965, XX,  50, NEQ, 0042, 0072, 0065, 0071,  -99,  -99,  46,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     207,    1759,    1528, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 090, 382N, 1261E,  52,  969, XX,  34, NEQ, 0183, 0133, 0136, 0144,  -99,  -99,  51,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     232,    1212,    1140, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 090, 382N, 1261E,  52,  969, XX,  50, NEQ, 0000, 0066, 0063, 0055,  -99,  -99,  51,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     232,    1212,    1140, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 093, 391N, 1263E,  53,  971, XX,  34, NEQ, 0143, 0240, 0108, 0114,  -99,  -99,  60,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     273,    1201,     714, N, 10, DT, -999
WP, 22, 2018081918, 03, HWRF, 093, 391N, 1263E,  53,  971, XX,  50, NEQ, 0079, 0000, 0000, 0000,  -99,  -99,  60,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     273,    1201,     714, N, 10, DT, -999
